original_title,vote_average,vote_count
Donkey Punch,4.5,52.0
Wo ist Fred?,6.1,57.0
Make It Happen,5.4,75.0
Three Strangers,6.2,8.0
Repo! The Genetic Opera,6.7,103.0
Edge of Madness,5.8,6.0
The Uninvited,6.3,424.0
Peur(s) du noir,6.7,15.0
12:01,6.2,33.0
Game Over,3.5,4.0
Maria,8.3,2.0
Night Train,5.4,50.0
The Big Stampede,3.2,5.0
Blue,6.3,2.0
Muukalainen,6.0,2.0
Kummeli Kultakuume,6.8,15.0
Pyhän kirjan varjo,5.0,1.0
Outlander,6.1,354.0
Belle of the Nineties,4.5,3.0
Branded,4.2,5.0
A Dead Calling,2.0,3.0
Beachhead,4.7,3.0
Los signos del zodiaco,0.0,0.0
Passchendaele,6.3,26.0
Die große Ekstase des Bildschnitzers Steiner,7.4,16.0
Go Go Tales,5.4,14.0
Wrestling with Alligators,0.0,0.0
The Badlanders,6.1,6.0
Black Widow,4.0,5.0
Bad Luck Love,6.8,9.0
The Grudge 3,5.3,150.0
Indictment: The McMartin Trial,6.1,7.0
Eden Lake,6.7,415.0
Triumph of the Nerds: The Rise of Accidental Empires,7.5,11.0
Coraline,7.3,1432.0
Psychomania,6.5,16.0
Point of Order!,5.0,1.0
ช็อคโกแลต,7.0,99.0
Blackout,6.7,3.0
TerrorVision,5.8,43.0
The Escapist,6.4,79.0
Push,5.9,671.0
The International,6.0,373.0
Two Lovers,6.6,157.0
He's Just Not That Into You,6.2,988.0
Mýrin,6.7,20.0
Dead Like Me: Life After Death,5.8,67.0
Uuno Turhapuro,5.7,3.0
California,6.3,3.0
Canyon Passage,6.8,12.0
The Con,5.0,3.0
Husbands,6.1,16.0
The Cimarron Kid,6.2,5.0
The Avenging Conscience: or 'Thou Shalt Not Kill',6.5,4.0
Singapore Sling: Ο άνθρωπος που αγάπησε ένα πτώμα,7.9,20.0
33 sceny z życia,6.0,4.0
Futurama: Into the Wild Green Yonder,7.2,134.0
Eşkıya,7.5,51.0
Hotel for Dogs,5.7,205.0
The Deadly Trackers,5.0,3.0
Frontière(s),6.0,186.0
楽しいムーミン一家 ムーミン谷の彗星,7.3,6.0
The 11th Hour,6.4,28.0
Tato,7.3,6.0
Fireflies in the Garden,6.4,59.0
Afro Samurai: Resurrection,6.7,49.0
珈琲時光,6.7,16.0
絞死刑,7.5,14.0
The Last Movie,6.5,4.0
Daratt,6.8,6.0
Jesus Christ Superstar,7.1,4.0
Trancers,6.3,42.0
Mannen som slutade röka,6.7,6.0
おくりびと,7.7,202.0
Taking Chance,6.8,31.0
AmericanEast,6.1,4.0
My Name Is Bruce,5.9,107.0
Man in the Chair,5.3,4.0
Robinson in Space,7.5,2.0
The Way of War,3.5,12.0
Kimberly,3.7,3.0
Ralliraita,6.8,4.0
Ping Pong Playa,6.0,23.0
Funny People,5.6,398.0
Berlin Calling,7.0,109.0
Against the Dark,3.7,42.0
De Brief voor de Koning,7.0,4.0
Firepower,5.6,5.0
Nuremberg,7.6,23.0
Bigger Than Life,7.4,37.0
Going to Kansas City,5.0,2.0
Red Sands,4.0,32.0
Show Me,5.6,4.0
The Lost,5.0,3.0
Still Waiting...,5.1,27.0
Pistol Whipped,5.5,26.0
Flight of Fury,4.5,24.0
The Far Horizons,4.0,3.0
Container,6.1,4.0
Mystery Team,6.4,52.0
Moordwijven,7.0,3.0
天下无贼,7.1,30.0
The Gunfight at Dodge City,4.3,5.0
His Private Secretary,4.1,6.0
Street Fighter: The Legend of Chun-Li,3.9,113.0
Urban Justice,5.4,34.0
Knallhart,7.2,14.0
Madea Goes to Jail,6.4,52.0
The Black Watch,6.3,2.0
Away We Go,6.7,189.0
Hell to Eternity,10.0,1.0
The Unsuspected,5.2,8.0
Thick as Thieves,5.7,223.0
Beautiful Ohio,6.5,2.0
Il Grido,6.7,17.0
The Big Lift,6.5,4.0
Il Divo,7.5,166.0
Крылья,7.0,10.0
Paris,6.5,79.0
Adrift in Manhattan,5.7,5.0
Friday the 13th,5.7,566.0
"좋은 놈, 나쁜 놈, 이상한 놈",7.1,196.0
Screamers: The Hunting,4.4,35.0
The Pink Panther 2,5.4,323.0
Crips and Bloods: Made in America,7.1,13.0
Far Cry,3.1,73.0
I Manegen med Glenn Killing: Live från Berns,0.0,0.0
The English Surgeon,8.7,7.0
Reines d'un jour,7.0,3.0
沙羅双樹,5.9,10.0
Marius,6.6,9.0
The Adventures of Food Boy,5.6,10.0
César,9.0,3.0
They Wait,5.0,30.0
Dòng Máu Anh Hùng,6.5,10.0
Maria Larssons eviga ögonblick,7.9,16.0
Mala wielka milosc,4.0,2.0
Attack Force,4.3,25.0
Shadow Man,4.3,26.0
Playing for Keeps,5.0,1.0
Rock-A-Doodle,5.3,46.0
Tokyo.sora,8.3,4.0
Dead Silent,4.1,4.0
Dr. Horrible's Sing-Along Blog,7.8,236.0
Today You Die,4.0,31.0
The Cottage,6.3,80.0
Deux hommes dans Manhattan,6.5,12.0
Fanny,6.6,9.0
Out At The Wedding,5.6,6.0
Born to the West,4.1,5.0
The Hasty Heart,6.5,2.0
Frontrunners,0.0,0.0
The Quick and the Dead,5.4,12.0
Joshua Tree,5.1,33.0
Day of the Dead,4.7,107.0
"I Love You, Man",6.5,531.0
The Big Steal,6.3,21.0
Billy Budd,7.8,13.0
Night Has a Thousand Eyes,5.8,8.0
Live Free or Die,5.5,8.0
Blonde Venus,6.5,23.0
Dance of the Dead,6.0,66.0
The Haunting in Connecticut,6.0,317.0
The Little Engine That Could,0.0,0.0
Duplicity,5.7,203.0
Knowing,5.9,1528.0
Sugar,6.5,12.0
Kishiwada shônen gurentai: Bôkyô,6.1,5.0
Praying With Lior,0.0,0.0
Ong Bak 2,5.9,156.0
Män som hatar kvinnor,7.4,1020.0
Bloodbath at the House of Death,5.6,9.0
Sunshine Cleaning,6.5,256.0
Kung Fu Panda: Secrets of the Furious Five,6.5,80.0
Hangman's Knot,5.7,7.0
Immortal Sergeant,6.3,2.0
Nigdy w życiu!,5.7,9.0
Dzieci z Leningradzkiego,8.2,5.0
Submerged,4.0,32.0
Stacy,4.7,14.0
Insanitarium,5.0,26.0
Illegal,6.1,7.0
Echelon Conspiracy,5.4,110.0
Jasminum,6.0,1.0
After Sex,5.2,54.0
Trzecia czesc nocy,7.3,17.0
13B: Fear Has a New Address,5.7,16.0
Monsters vs Aliens,6.0,1464.0
Boarding Gate,5.1,18.0
California Dreamin' (Nesfârșit),6.2,15.0
Contre-Enquête,7.0,69.0
Sita Sings the Blues,6.9,25.0
Naked Fear,5.4,14.0
Chaos,4.4,7.0
Three on a Match,6.1,18.0
Kogel-mogel,7.5,6.0
Land des Schweigens und der Dunkelheit,7.5,16.0
Der Baader Meinhof Komplex,7.1,157.0
Big Stan,5.9,178.0
Dating The Enemy,6.7,10.0
Blue Steel,4.5,10.0
We Live in Public,7.4,18.0
Strictly Sexual,6.3,27.0
Nothing But the Truth,6.9,134.0
The Square,6.2,30.0
The Gray Man,5.8,15.0
Anvil! The Story of Anvil,7.7,85.0
Border Incident,7.2,7.0
Star of Midnight,5.3,3.0
Observe and Report,5.6,229.0
Private Lives,6.1,6.0
Too Many Girls,5.0,3.0
Union Station,6.0,11.0
Adventureland,6.4,748.0
Ogniem i mieczem,6.7,9.0
Scenes of a Sexual Nature,5.2,22.0
The Cake Eaters,5.5,39.0
Confessions of a Shopaholic,6.1,787.0
The Black Balloon,6.7,31.0
The Butterfly Effect 3: Revelations,5.1,158.0
Revanche,7.2,59.0
One Kill,0.0,0.0
Killer Force,3.7,3.0
Tra(sgre)dire,5.5,40.0
The Lucky Ones,6.3,55.0
Ystäväni Henry,0.0,0.0
Ciało,5.6,7.0
Fitna,1.0,1.0
Onnen maa,0.0,0.0
Dragonball Evolution,2.9,475.0
Flash Gordon,6.6,10.0
Rest Stop,5.0,59.0
Tu vida en 65',6.5,4.0
Kansas Raiders,5.9,8.0
The Lonely Man,6.0,2.0
Dating Games People Play,0.0,0.0
Man on the Flying Trapeze,4.0,2.0
Porgy and Bess,5.7,6.0
Can-Can,7.2,9.0
Pekka ja Pätkä lumimiehen jäljillä,5.7,3.0
Law and Order,4.2,3.0
The Gravedancers,5.7,50.0
Broken,4.8,15.0
Kiler,8.1,18.0
Fast & Furious,6.5,2426.0
City Girl,7.4,19.0
Hangover Square,5.0,10.0
姿三四郎,6.0,24.0
Zoku Sugata Sanshiro,5.5,10.0
Les Anges exterminateurs,4.8,14.0
Superstar: The Karen Carpenter Story,7.5,12.0
A Force of One,3.6,22.0
Gardens of the Night,6.5,28.0
In the Loop,7.0,194.0
Global Metal,7.6,19.0
The End Of America,7.3,6.0
What Doesn't Kill You,6.4,37.0
Linha de Passe,6.3,10.0
Crime Wave,6.5,12.0
Escape from Fort Bravo,6.0,13.0
Ride Lonesome,6.0,29.0
The Boat That Rocked,7.2,678.0
Apollo 13: To the Edge and Back,0.0,0.0
The Small Back Room,6.6,10.0
The Mindscape of Alan Moore,6.3,4.0
17 Again,6.1,1388.0
Nana,4.7,3.0
Non c'è due senza quattro,6.6,105.0
Inglourious Basterds,7.9,6598.0
State of Play,6.7,489.0
The Lawless Breed,6.7,3.0
Lust for Gold,4.7,8.0
La estrategia del caracol,7.2,9.0
Стачка,7.2,29.0
La magie Méliès,7.5,2.0
Lawless Range,5.3,2.0
Bab'Aziz,7.2,8.0
The Damned United,7.2,156.0
Hank and Mike,6.1,6.0
Crank: High Voltage,5.9,878.0
The Garage,6.8,6.0
The Strong Man,6.5,2.0
L'inchiesta,4.0,9.0
Kiler-ów 2-óch,8.1,10.0
The Man Behind The Gun,6.0,1.0
Moon,7.6,1831.0
Komedia malzenska,0.0,0.0
Break Up,3.8,9.0
Fraternity Demon,3.3,2.0
The Smart Set,7.0,1.0
Aamir,6.7,12.0
Mammoth,6.1,41.0
In den Tag hinein,6.3,3.0
The Young Victoria,7.1,330.0
Akai satsui,6.6,12.0
Amazing Journey: The Story of The Who,7.0,1.0
The Informers,4.4,60.0
서양골동양과자점 엔티크,6.2,13.0
X-Men Origins: Wolverine,6.2,4086.0
The Girlfriend Experience,5.2,83.0
亀は意外と速く泳ぐ,6.4,9.0
The Desert Trail,3.3,8.0
Moving Midway,5.5,2.0
American Swing,4.3,5.0
Sin Nombre,7.3,139.0
The Life and Times of Allen Ginsberg,0.0,0.0
Star Trek,7.4,4574.0
Happy Campers,5.4,10.0
Black Magic,8.2,3.0
Lymelife,6.4,43.0
The Great Buck Howard,6.0,86.0
Эйфория,6.0,10.0
Kirschblüten - Hanami,7.5,29.0
Riders of Destiny,4.3,7.0
Piedone d'Egitto,6.2,33.0
XIII,5.9,43.0
Knights of Bloodsteel,4.6,5.0
赤壁 2,7.1,110.0
Täynnä tarmoa,8.0,1.0
Legături bolnăvicioase,6.9,16.0
La Fille de Monaco,4.9,25.0
Musta jää,5.4,10.0
Wild Things: Diamonds in the Rough,4.3,29.0
Człowiek z M-3,7.0,1.0
Nie lubię poniedziałku,7.7,7.0
S. Darko,3.6,124.0
Earth,7.5,136.0
Sagebrush Trail,4.2,10.0
Stanley Kubrick: A Life in Pictures,7.2,44.0
A Lady Takes a Chance,7.5,3.0
Wyjście awaryjne,0.0,0.0
Shuttle,5.7,19.0
Crossing Over,6.2,95.0
Angels & Demons,6.5,2183.0
"Kids in the Hall: Same Guys, New Dresses",0.0,0.0
Django il bastardo,4.4,7.0
The Man from Monterey,5.3,4.0
Horrorvision,3.5,3.0
Daylight Robbery,5.3,13.0
Scorpio,6.0,19.0
Balls Out: The Gary Houseman Story,5.4,36.0
Outrage,7.4,7.0
The Seduction of Joe Tynan,7.0,5.0
Man in the Middle,6.6,5.0
More Dead Than Alive,5.9,6.0
Powder Blue,6.3,69.0
The Devil Is a Woman,6.2,11.0
Fanboys,6.1,320.0
Folks!,6.1,10.0
Breaking the Rules,5.4,4.0
Live!,5.7,48.0
The Merry Gentleman,6.8,10.0
The Murder of Fred Hampton,7.5,2.0
Incendiary,5.3,55.0
Les Chansons d'Amour,7.0,61.0
Management,5.5,102.0
Terminator Salvation,5.9,2496.0
Night at the Museum: Battle of the Smithsonian,5.9,2026.0
Ghosts of Cité Soleil,5.0,1.0
How to Cook Your Life,5.0,1.0
Were The World Mine,6.1,25.0
Every Little Step,5.8,5.0
Lesbian Vampire Killers,5.3,126.0
The Brothers Bloom,6.8,206.0
Man in the Saddle,5.6,4.0
Montana,4.8,2.0
Vincere,6.4,29.0
Lekarstwo na miłość,0.0,0.0
Sami swoi,7.6,16.0
Paisà,7.6,44.0
"Jeanne Dielman, 23, Quai du Commerce 1080 Bruxelles",7.3,31.0
Un baiser s'il vous plaît,6.6,15.0
Prête-moi ta main,6.4,80.0
Hi Diddle Diddle,8.3,3.0
Rhinoceros,7.5,2.0
The Man With Bogart's Face,6.0,2.0
The Monster,6.0,1.0
Chop Shop,7.2,23.0
Milano Calibro 9,7.5,26.0
La Carrière de Suzanne,5.4,9.0
Moontide,5.4,8.0
Catacombs,4.5,49.0
The Soloist,6.6,237.0
The Last House on the Left,6.2,449.0
Anioł w Krakowie,9.0,2.0
新世紀エヴァンゲリオン 劇場版 DEATH & REBIRTH シト新生,7.4,54.0
Drag Me to Hell,6.2,995.0
Up,7.8,7048.0
Akibiyori,7.7,15.0
劇場版 鋼の錬金術師 シャンバラを征く者,7.0,74.0
Easy Virtue,6.4,112.0
Dance Flick,4.7,73.0
L'Heure d'été,6.8,34.0
Show People,6.8,8.0
Les deux Anglaises et le continent,6.7,24.0
Female,6.2,6.0
Firecreek,5.5,16.0
OSS 117 : Rio ne répond plus,7.0,306.0
The Flame of New Orleans,4.8,4.0
Flash Gordon: Trip to Mars,4.3,2.0
Personal Effects - The Space Between Loss and Love,5.8,37.0
Fired Up!,6.0,194.0
The Winslow Boy,6.5,7.0
Trojan War,5.4,25.0
The War Game,7.8,32.0
Without a Paddle: Nature's Calling,5.1,18.0
Graduation,5.7,16.0
Welcome,7.1,62.0
In the Electric Mist,6.0,112.0
The Hangover,7.2,6324.0
Killshot,5.9,80.0
Antichrist,6.4,687.0
डॉन,6.0,18.0
Sweeney Todd,6.3,39.0
Pete Kelly's Blues,6.4,5.0
Jimmy and Judy,5.4,8.0
A Song Is Born,6.4,10.0
Billu,6.5,27.0
Many Rivers to Cross,6.0,2.0
Risto Räppääjä,6.3,2.0
Show,6.3,2.0
Boy Eats Girl,5.4,19.0
らんま½ - 中国寝崑崙大決戦! 掟やぶりの激闘篇!,5.3,5.0
The Man From Utah,4.1,8.0
L'Aile ou la Cuisse,6.8,115.0
Sur Un Arbre Perché,5.0,21.0
Marius et Jeannette,5.9,7.0
Ernest Rides Again,4.5,4.0
U Pana Boga za piecem,6.8,2.0
Blind Husbands,6.0,3.0
Berlin Alexanderplatz,8.4,5.0
Before The Rains,5.0,3.0
Special,6.6,32.0
New in Town,5.2,99.0
Enfin veuve,4.9,19.0
Salaam Namaste,5.7,21.0
Død snø,6.1,313.0
Land of the Lost,5.4,387.0
The Clique,5.2,35.0
Fatso,5.1,17.0
A Free Soul,4.7,3.0
Momma's Man,6.5,2.0
Imagine That,5.7,134.0
The Taking of Pelham 1 2 3,6.2,971.0
花とアリス,6.9,25.0
Flammen & Citronen,6.8,68.0
Fade to Black,5.0,4.0
Divã,5.6,7.0
Chain Reaction,5.9,9.0
Jekyll + Hyde,4.8,9.0
Went the Day Well?,7.1,11.0
Zulu Dawn,5.6,35.0
American Violet,7.2,9.0
容疑者Xの献身,7.4,31.0
拳精,6.3,11.0
大日本人,5.3,23.0
Wrestling Ernest Hemingway,5.7,7.0
Cargo,4.7,12.0
The Hitman,5.3,26.0
Goodbye Again,4.6,7.0
The Stoning of Soraya M.,8.0,63.0
The Proposal,6.7,1858.0
The Crawling Hand,2.4,7.0
Dillinger,6.7,23.0
Home from the Hill,3.8,8.0
Small Town Gay Bar,5.7,7.0
Year One,4.6,538.0
O' Horten,6.1,14.0
Pekka ja Pätkä neekereinä,0.0,0.0
5 Against the House,5.3,6.0
Three on a Couch,5.0,4.0
Zavet,6.4,17.0
Mindwarp,5.5,20.0
The Land That Time Forgot,5.7,37.0
Tyson,6.6,30.0
Primary,7.0,6.0
Englar alheimsins,6.9,11.0
The Alibi,5.7,30.0
Garfield's Pet Force,5.7,20.0
Dutchman,4.3,2.0
The Hurt Locker,7.2,1881.0
El verdugo,7.5,18.0
Air Hawks,6.0,1.0
Anna Lucasta,5.0,2.0
Jak rozpętałem drugą wojnę światową: Cz.3 - Wśród swoich,7.0,3.0
Tu£sday,8.0,1.0
Breakfast with Scot,5.9,13.0
La Ronde,7.5,19.0
Brunet wieczorową porą,6.3,3.0
Going Berserk,5.4,5.0
Luther the Geek,6.5,4.0
Les vampires,6.8,16.0
The Limits of Control,6.4,68.0
Pornorama,6.3,11.0
Heavy Metal in Baghdad,6.1,7.0
Raiders of the Lost Ark - The Adaptation,6.3,6.0
Transformers: Revenge of the Fallen,6.0,3192.0
Home,7.9,181.0
K2,5.7,46.0
D@bbe,3.3,3.0
Тюльпан,5.6,14.0
The File on Thelma Jordon,6.3,8.0
Bling: A Planet Rock,0.0,0.0
Jet Pilot,5.2,15.0
Phoebe in Wonderland,7.0,45.0
Whatever Works,6.8,365.0
Ghosts of Girlfriends Past,5.6,716.0
Holly,6.9,4.0
Hustle,6.4,6.0
Houdini,6.6,21.0
Public Enemies,6.5,1371.0
Ice Age: Dawn of the Dinosaurs,6.5,2330.0
120,7.5,2.0
Prison Break: The Final Break,7.5,174.0
Samson and Delilah,5.7,19.0
Final Approach,5.7,6.0
The Mob,6.0,10.0
Daisy Kenyon,6.4,9.0
Is It College Yet?,7.4,26.0
Irena do domu!,0.0,0.0
Resan till Melonia,6.8,8.0
Love Streams,7.4,26.0
Sininen viikko,6.0,3.0
Night Of The Living Dead 3D,4.0,12.0
Mumia Abu-Jamal: A Case for Reasonable Doubt?,0.0,0.0
Off the Charts: The Song-Poem Story,0.0,0.0
My Sister's Keeper,7.1,614.0
कमबख़्त इश्क़,4.3,15.0
Hood of Horror,4.2,18.0
The Dirt Bike Kid,5.3,8.0
Kandukondain Kandukondain,6.4,7.0
Lady Death,5.8,8.0
Blonde Crazy,5.9,9.0
Tales of the Black Freighter,7.0,45.0
らんま1/2 決戦桃幻郷! 花嫁を奪りもどせ!,5.8,5.0
Pittsburgh,5.3,6.0
The Lucky Texan,3.9,9.0
(500) Days of Summer,7.2,2993.0
زیر درختان زیتون,7.4,20.0
Notícias de uma Guerra Particular,6.5,5.0
Magnificent Obsession,8.0,1.0
7th Heaven,6.9,22.0
Madame Bovary,6.3,7.0
Brüno,5.4,528.0
The Boys: The Sherman Brothers' Story,7.8,5.0
1939: Hollywood's Greatest Year,8.0,1.0
Madigan,5.6,13.0
Terrified,3.7,5.0
Flåklypa Grand Prix,7.9,28.0
The Librarian: The Curse of the Judas Chalice,5.9,134.0
Obitaemyy Ostrov,5.4,24.0
Odgrobadogroba,6.0,2.0
Franklyn,5.9,100.0
Men of War,5.5,30.0
Iron Maiden: Flight 666,8.5,34.0
Good Dick,6.1,34.0
Harry Potter and the Half-Blood Prince,7.4,5435.0
Mélo,6.8,4.0
L'amour à mort,7.0,5.0
Eichmann,5.7,18.0
Blue Blood,0.0,0.0
Les Visiteurs 2 : Les Couloirs du temps,5.8,228.0
Who Killed Nancy?,6.8,3.0
Summer of Fear,0.0,0.0
Open Water 2: Adrift,5.2,157.0
Possessed,4.3,7.0
The Group,4.7,6.0
Senso,7.1,30.0
Slap Shot 2: Breaking the Ice,4.2,9.0
The Mark of Cain,5.5,5.0
The Strawberry Blonde,6.3,16.0
The Muppet Musicians of Bremen,0.0,0.0
Una breve vacanza,5.3,4.0
My Sassy Girl,6.1,107.0
The Fast and the Furious,3.8,6.0
Si wang ta,4.9,23.0
Rosso,0.0,0.0
The Imaginarium of Doctor Parnassus,6.3,885.0
9to5: Days in Porn,6.1,18.0
Sink or Swim,8.0,2.0
La battaglia di Maratona,4.8,4.0
Ludwig,7.5,20.0
Eskalofrío,5.4,27.0
Haaveiden kehä,0.0,0.0
Winter of Frozen Dreams,4.5,4.0
L'eau froide,8.0,4.0
Humpday,5.6,27.0
Ten Inch Hero,6.7,50.0
トウキョウソナタ,6.9,50.0
Kill Your Darlings,7.0,3.0
Polytechnique,6.8,94.0
Visioneers,6.0,28.0
The Vault of Horror,6.5,34.0
The Dark Backward,5.1,8.0
Blue City,5.3,6.0
Judas Kiss,5.3,9.0
Streets of Blood,4.6,19.0
Jonathan Livingston Seagull,6.2,12.0
Chéri,5.9,57.0
One Week,6.9,40.0
"Run, Simon, Run",6.0,2.0
'Neath the Arizona Skies,3.7,9.0
Pavement: Slow Century,10.0,1.0
Mortel transfert,6.0,4.0
Loulou,6.3,9.0
Arlen Faber,6.2,34.0
Rage at Dawn,7.3,3.0
Paradise Canyon,3.7,5.0
A Perfect Fake,0.0,0.0
Seven Years Bad Luck,5.6,4.0
The Gang's All Here,6.6,5.0
Orphan,6.7,1296.0
Afterburn,4.3,2.0
Winged Creatures,6.2,39.0
Rainbow Valley,5.1,5.0
The Ugly Truth,6.4,1005.0
Heimat: Eine deutsche Chronik,9.0,1.0
Wild River,6.5,19.0
My first war,0.0,0.0
High Hopes,7.5,22.0
Tulsa,6.5,2.0
The Collector,6.3,365.0
A Perfect Getaway,6.2,355.0
Fanfan la Tulipe,5.6,12.0
Dark Ride,4.3,28.0
House,4.1,26.0
Dallas 362,5.5,2.0
"Moonshot, the Flight of Apollo 11",5.9,6.0
Aliens in the Attic,5.3,254.0
District 9,7.3,3451.0
Julie & Julia,6.6,579.0
Les plages d'Agnès,6.3,10.0
Obsessed,5.1,138.0
Race to Witch Mountain,5.4,520.0
Pagafantas,5.2,10.0
La Boîte noire,5.2,23.0
Mes stars et moi,4.8,13.0
Hannah Montana: The Movie,6.0,465.0
G.I. Joe: The Rise of Cobra,5.6,1988.0
Séraphine,6.6,26.0
Cold Souls,6.1,47.0
Daddy Nostalgie,7.2,5.0
12 Rounds,5.7,223.0
"Silent Night, Deadly Night Part 2",4.7,26.0
風櫃來的人,6.9,7.0
兒子的大玩偶,6.7,3.0
La Moitié gauche du frigo,5.0,1.0
Where Danger Lives,5.4,12.0
The Killing Room,5.5,88.0
Introducing Dorothy Dandridge,6.0,11.0
冬冬的假期,7.7,7.0
童年童年,7.8,15.0
Den eneste ene,6.2,18.0
Fail Safe,7.0,22.0
Four Last Songs,6.2,3.0
Max Manus,6.9,81.0
Jerusalema,6.8,16.0
Julianes Sturz in den Dschungel,7.7,7.0
The Trail Beyond,4.1,9.0
Winds of the Wasteland,5.2,6.0
Kill Buljo,6.6,12.0
Stone of Destiny,6.4,22.0
Okie Noodling,5.0,1.0
Days of Darkness,5.0,5.0
Randy Rides Alone,4.0,7.0
West of the Divide,3.8,6.0
Schatjes!,5.0,10.0
Lost in Austen,6.9,38.0
Je suis né d'une cigogne,6.5,2.0
The Star Packer,3.8,12.0
ヱヴァンゲリヲン新劇場版：序,7.4,132.0
ラブひな クリスマススペシャル ～サイレント・イヴ～,5.5,6.0
Molière,3.6,4.0
浮雲,7.4,22.0
Minato no nihon musume,5.0,2.0
Deal,5.2,22.0
Doing Time on Maple Drive,4.9,8.0
La Linea,4.9,13.0
The Ramen Girl,6.1,91.0
"The Goods: Live Hard, Sell Hard",5.4,58.0
Adam,6.9,152.0
Csak szex és más semmi,8.0,1.0
Alien Trespass,5.9,25.0
Ignition,2.8,4.0
Dillinger and Capone,5.3,5.0
"Next Stop, Greenwich Village",7.2,7.0
Gigantic,5.8,51.0
The Time Traveler's Wife,6.7,815.0
Feast II: Sloppy Seconds,5.6,54.0
Katze im Sack,0.0,0.0
Mitfahrer – Jede Begegnung ist eine Chance,4.3,3.0
Waterland,5.8,6.0
I Can't Think Straight,7.3,52.0
Miss March,5.4,78.0
Bandslam,5.4,129.0
悲情城市,7.5,25.0
Harvard Beats Yale 29-29,6.5,2.0
The Great Happiness Space: Tale of an Osaka Love Thief,7.1,7.0
Meet the Browns,6.0,35.0
"I Love You, Beth Cooper",5.2,204.0
Le Deuxième Souffle,7.5,23.0
후회하지 않아,6.4,9.0
Detroit Metal City,6.1,16.0
尼羅河女兒,7.0,3.0
Paper Heart,5.7,37.0
Mystery Street,6.2,9.0
The Haunting of Molly Hartley,4.3,48.0
G-Force,5.1,519.0
Christopher Columbus: The Discovery,4.3,13.0
Fighting,5.5,198.0
Tetro,6.7,49.0
Seven Waves Away,8.7,3.0
好男好女,7.8,5.0
Side Street,5.5,10.0
Adoration,5.9,12.0
Bronson,6.9,756.0
Feel The Noise,3.9,9.0
I Really Hate My Job,3.8,4.0
The Matador,0.0,0.0
Little Richard,4.5,3.0
The Curiosity of Chance,5.8,15.0
If Only,6.5,139.0
Susana,6.9,7.0
Vengeance Valley,4.0,10.0
Great Guy,6.6,5.0
The Hurricane Express,4.9,7.0
The Secret of Moonacre,6.2,112.0
Olympia - Fest der Völker,6.6,17.0
Olympia - Fest der Schönheit,6.2,14.0
Assault on Devil's Island,5.4,5.0
Kaksipäisen kotkan varjossa,1.0,2.0
Cinematographer Style,6.3,4.0
The Cell 2,3.4,24.0
Summer School,6.0,3.0
Krakatoa: The Last Days,6.3,6.0
Queen Kelly,6.5,13.0
Un uomo da rispettare,6.0,4.0
Nora Roberts' Midnight Bayou,5.8,11.0
Northern Lights,5.8,11.0
Le Silence de Lorna,6.7,42.0
Le Doulos,7.4,40.0
It Might Get Loud,7.4,54.0
Botched,6.1,35.0
Lonely Street,5.3,3.0
High Noon,5.3,12.0
Partie de campagne,7.5,34.0
Moonfleet,5.9,19.0
7 Women,5.7,13.0
Vacancy 2: The First Cut,4.8,56.0
The Pom Pom Girls,5.2,12.0
Nora Roberts' Tribute,5.3,9.0
Post Grad,5.0,102.0
Goodbye Solo,6.6,22.0
Long John Silver,6.3,6.0
Questo piccolo grande amore,5.3,23.0
Voices,0.0,0.0
Chacun son cinema ou Ce petit coup au coeur quand la lumiere s'eteint et que le film commence,7.2,26.0
My Life in Ruins,5.6,104.0
Troll 2,3.6,101.0
London,5.0,1.0
Faubourg 36,6.2,29.0
Murder Ahoy,7.2,20.0
Witch Hunt,7.7,6.0
A Dog Year,6.0,15.0
Good,6.3,29.0
Les Amours d'Astrée et de Céladon,5.3,10.0
L'ami de mon amie,7.6,8.0
Taking Woodstock,6.2,129.0
Norma Jean & Marilyn,4.0,4.0
If These Walls Could Talk,5.5,13.0
Груз 200,7.1,26.0
Halloween II,5.1,273.0
Meteor,5.1,10.0
Five Graves to Cairo,6.9,22.0
The Dark Corner,6.9,18.0
Full Body Massage,5.5,11.0
Le beau mariage,6.7,6.0
Videocracy,6.4,9.0
El secreto de sus ojos,7.8,638.0
The Day After Trinity,8.0,1.0
9,6.6,1291.0
Cosmonauta,5.7,6.0
Carry On Screaming,7.0,33.0
Green Street Hooligans 2,5.0,82.0
Randy & the Mob,4.8,3.0
Détective,6.8,7.0
The Three Musketeers,3.0,2.0
Seven Sinners,6.6,5.0
Frequently Asked Questions About Time Travel,7.1,189.0
Das weisse Band,7.2,263.0
Kahlekuningas,5.7,6.0
Mentiras y gordas,4.0,35.0
Fuga de Cerebros,5.5,42.0
Living with Michael Jackson: A Tonight Special,1.0,2.0
Green Lantern: First Flight,6.3,102.0
Louis Theroux: The Most Hated Family in America,7.6,22.0
Lies & Illusions,3.9,15.0
Pandorum,6.5,783.0
Paraiso Travel,5.8,11.0
Airbag,6.5,25.0
Peter Ibbetson,5.6,5.0
Muerte de un ciclista,7.0,22.0
Skellig,4.6,10.0
Flood,4.5,36.0
The Men Who Stare at Goats,5.9,755.0
Immigrants (L.A. Dolce Vita),5.3,5.0
The Hunt for Gollum,6.3,30.0
"¡Bienvenido, Míster Marshall!",6.9,18.0
Beast from Haunted Cave,4.9,11.0
